,index,Ebook ID,Author,Title,Credits,Summary,Language,Library of Congress Classification,Category,EBook-No.,Release Date,Most Recently Updated,Copyright Status,Downloads,Subjects
1677,1737,1748,"Gaboriau, Emile, 1832-1873",Other People's Money,"Produced by An Anonymous Volunteer, and David Widger","""Other People's Money"" by Emile Gaboriau is a novel written in the late 19th century. The story revolves around Vincent Favoral, a cashier of the Mutual Credit Society, who is suddenly accused of embezzling large sums of money, sending shockwaves through his family and community. As the narrative unfolds, it explores themes of financial deception, social reputation, and the complexities of familial relationships.  The opening portion of the novel sets the scene in the quiet Rue St. Gilles in Paris, where the daily life and behaviors of Mr. Favoral are meticulously outlined, illustrating him as a man of routine and reliability. The curiosity of neighbors is piqued when a servant, ostensibly looking for information about Favoral, raises questions about his character. Through conversations among the locals, readers learn of Favoral's seemingly reputable nature and his family's dynamics, including the strained relationship with his son Maxence and the beautiful but unmarried daughter Gilberte. This initial atmosphere of community scrutiny and the introduction of Favoral’s impending crisis foreshadows the upheaval his sudden misfortune will bring to both his personal life and those around him. (This is an automatically generated summary.)",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese",Text,1748,"May 1, 1999","Nov 26, 2017",Public domain in the USA.,72 downloads in the last 30 days.,"Fiction, Detective and mystery stories"
1678,1738,1749,"Balzac, Honoré de, 1799-1850",Cousin Betty,"Produced by John Bickers, and Dagny, and David Widger","""Cousin Betty"" by Honoré de Balzac is a novel written in the mid-19th century, set against the backdrop of Parisian society. The story revolves around the complex relationships within two families, primarily focusing on Baron Hulot d'Ervy, his wife Madame Hulot, and their cousin Lisbeth Fischer, known as Cousin Betty, who harbors deep-seated envy and resentment towards her more fortunate relatives. As the narrative unfolds, themes of ambition, moral decay, social status, and familial betrayal emerge intricately woven through the characters' lives.  The opening of ""Cousin Betty"" introduces a rich array of characters and sets the stage for the unfolding drama. It begins with Baron Hulot arriving at his home, showcasing his proud yet declining status and establishing the tension within the household. The Baroness, Adeline, grapples with her husband's infidelities and financial mismanagement, which places the family’s future in jeopardy. As tensions rise, much of the drama unfolds through interactions between the Baron, the Baroness, and other key figures like Monsieur Crevel, who represents both the social ambitions of the era and the struggles of family connections. Lisbeth, characterized by her bitterness and jealousy, navigates her unfulfilled desires against the backdrop of her cousin’s apparent happiness, signaling the turbulent undercurrents that will drive the narrative forward. (This is an automatically generated summary.)",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese",Text,1749,"May 1, 1999","Jan 27, 2021",Public domain in the USA.,323 downloads in the last 30 days.,"Didactic fiction, French fiction -- Translations into English, Paris (France) -- Social life and customs -- 19th century -- Fiction"
1679,1739,1750,"Plato, 428? BCE-348? BCE",Laws,"Produced by Sue Asscher, and David Widger","""Laws"" by Plato is a philosophical treatise written in the late 4th century BC. This work discusses themes of governance, ethics, and the role of laws in achieving a just society, focusing on the importance and structure of legislation in Greek city-states. It features an Athenian character who leads a dialogue with a Spartan and a Cretan, exploring various legal systems and their implications for human behavior and social order.  The opening of ""Laws"" sets the stage for a deep exploration of legislative principles as the three interlocutors embark on a walk from Cnosus to the cave of Zeus. They engage in a conversation regarding the origins and purposes of their respective laws, specifically focusing on the military underpinnings of the Cretan and Spartan legal frameworks. The Athenian initiates a critical examination of these laws, arguing that true legislation must cater to all virtues, not just the valor essential for war. Throughout the dialogue, they consider the definition of courage, the relationship between internal and external conflicts, and ultimately the nature of a just society, which is revealed as a collective aim of legislation rather than mere military prowess. (This is an automatically generated summary.)",English,PA: Language and Literatures: Classical Languages and Literature,Text,1750,"May 1, 1999","Jan 16, 2013",Public domain in the USA.,1451 downloads in the last 30 days.,"Political science -- Early works to 1800, State, The -- Early works to 1800"
1680,1740,1751,"Pyle, Howard, 1853-1911",Twilight Land,"Produced by An Anonymous Volunteer, and David Widger","""Twilight Land"" by Howard Pyle is a collection of fantasy tales written during the late 19th century. The narrative transports readers to a magical realm where a mysterious protagonist encounters famous figures from folklore and fairy tales, such as Mother Goose, Aladdin, and Cinderella, who all gather to share their stories.  At the start of the book, the narrator finds himself in ""Twilight Land,"" a serene place where time seems to pause, and all is tranquil. As he drifts along the roads and enjoys the enchanting environment, he arrives at the Inn of Mother Goose, where beloved characters engage in storytelling. The opening segment primarily introduces the whimsical atmosphere of this land and sets the stage for the various tales that will unfold through the voices of these familiar characters. The storytelling begins with ""The Stool of Fortune,"" where a soldier's journey intertwines with magical elements and fate, marking the transition into a realm where wishes and adventures abound. (This is an automatically generated summary.)",English,PS: Language and Literatures: American and Canadian literature,Text,1751,"May 1, 1999","Aug 8, 2019",Public domain in the USA.,91 downloads in the last 30 days.,Fairy tales
1681,1741,1752,"Orczy, Emmuska Orczy, Baroness, 1865-1947",El Dorado: An Adventure of the Scarlet Pimpernel,"Produced by An Anonymous Volunteer, and David Widger","""El Dorado: An Adventure of the Scarlet Pimpernel"" by Baroness Emmuska Orczy is a historical novel written during the early 20th century. This book follows the enigmatic hero known as the Scarlet Pimpernel, alongside Armand St. Just, as they navigate the treacherous political landscape of revolutionary France, seeking to rescue innocents from the guillotine and restore a sense of humanity amidst chaos.  At the start of the novel, we are introduced to the chaotic and deadly atmosphere in Paris amidst the French Revolution. Armand St. Just, a fervent royalist, has returned to Paris to aid in rescue missions led by the Scarlet Pimpernel but is deeply troubled by the current state of affairs. The reader witnesses the audacity of the revolutionaries and the horrific excesses committed in the name of liberty. Armand encounters Baron de Batz, who has dubious intentions of restoring the monarchy but is completely self-serving. This initial setup hints at a larger conflict involving personal ideals, the struggle between political factions, and the looming presence of the notorious Scarlet Pimpernel, who is implied to be a crucial player in the fight for innocent lives during this tumultuous period. (This is an automatically generated summary.)",English,PR: Language and Literatures: English literature,Text,1752,"May 1, 1999","Feb 22, 2018",Public domain in the USA.,210 downloads in the last 30 days.,"Historical fiction, France -- History -- Revolution, 1789-1799 -- Fiction, Adventure stories, Aristocracy (Social class) -- Fiction"
1682,1742,1753,"Chekhov, Anton Pavlovich, 1860-1904",Swan Song,Produced by An Anonymous Volunteer and David Widger,"""Swan Song"" by Anton Pavlovich Chekhov is a one-act play written during the late 19th century, specifically in the transitional period of Russian literature. This poignant work delves into themes of aging, loneliness, and the existential weight of a life spent in the pursuit of artistic acclaim, encapsulating the struggles of an aging actor coming to terms with his past and his mortality. Chekhov, celebrated for his insight into the human condition, weaves a narrative that portrays the melancholy yet humorous reality of a life spent on stage.  The play centers around Vasili Svetlovidoff, a 68-year-old comedian who finds himself alone in an empty theater after a performance dedicated to him. As he reflects on his life, he is consumed by feelings of regret and nostalgia, recalling his youthful exuberance and past artistic successes. Joined by Nikita Ivanitch, an old prompter, Svetlovidoff's melancholic musings shift between moments of revelry and despair, revealing his isolation and the fleeting nature of fame. Through their interactions, the play contrasts the vibrancy of the actor's once-celebrated talent with the stark realities of aging and forgotten glory, ultimately leaving audiences to ponder life's transitory nature and the quest for meaningful connections amidst the ravages of time. (This is an automatically generated summary.)",English,"PG: Language and Literatures: Slavic (including Russian), Languages and Literature",Text,1753,"Feb 22, 2006","Jan 27, 2021",Public domain in the USA.,171 downloads in the last 30 days.,"Russia -- Social life and customs -- Drama, Russian drama -- Translations into English"
1683,1743,1754,"Chekhov, Anton Pavlovich, 1860-1904",The Sea-Gull,Produced by An Anonymous Volunteer and David Widger,"""The Sea-Gull"" by Anton Pavlovich Chekhov is a play written during the late 19th century and is notable for its exploration of art, unrequited love, and the complexities of human relationships. The central characters include Irina Arkadina, an aging actress; her son Constantine Treplieff, an aspiring playwright; and Nina Zaryechtnaya, a young girl drawn to the world of the theater. The dynamics of these characters unfold against the backdrop of a rural estate, highlighting themes of ambition, jealousy, and the search for identity.  At the start of the play, the audience is introduced to a range of characters in the park of Sorin's estate, setting the stage for the amateur performance of Treplieff's play. The opening scenes establish conversations that reveal the emotional struggles of Masha, who dresses in black mourning her unhappiness; the conflicts between Treplieff and his mother, Arkadina, regarding the nature of art and personal fulfillment; and the arrival of Nina, who becomes a focal point of affection for both Treplieff and the established author Boris Trigorin. As they prepare for the play, themes of love, artistic ambition, and the inevitable disconnect between reality and aspiration begin to emerge, foreshadowing the deeper explorations that will follow throughout the text. (This is an automatically generated summary.)",English,"PG: Language and Literatures: Slavic (including Russian), Languages and Literature",Text,1754,"Feb 22, 2006","Sep 10, 2016",Public domain in the USA.,3882 downloads in the last 30 days.,"Russia -- Social life and customs -- Drama, Man-woman relationships -- Drama, Russian drama -- Translations into English, Authors, Russian -- 19th century -- Drama"
1684,1744,1755,"Chekhov, Anton Pavlovich, 1860-1904",Ivanoff: A Play,"Produced by An Anonymous Volunteer, and David Widger","""Ivanoff: A Play"" by Anton Pavlovich Chekhov is a dramatic work crafted during the late 19th century, a time when Chekhov was actively exploring the intricacies of human relationships and societal issues in Russia. The play delves into the life of Nicholas Ivanoff, a man consumed by his inner conflicts, his strained marriage, and the complexities of his social responsibilities, giving a poignant examination of love, despair, and moral dilemmas.  The opening of ""Ivanoff"" sets the stage in Ivanoff's country garden, engaging readers with a blend of humor and a deep sense of melancholy. It introduces a range of characters, including Borkin, a tipsy relative seeking money, and Anna, Ivanoff's wife, who is frail and ill. Through their interactions, we see Ivanoff's struggles with his sense of duty to his wife, contrasting his emotional detachment with her unwavering devotion. The atmosphere oscillates between light-hearted banter and the somber undercurrents of Anna's illness, setting a tone of a man's existential crisis as he grapples with his failures and the ramifications of his choices. The dialogue reveals the characters' distinct personalities and foreshadows the deeper issues of selfishness and neglect that will unfold throughout the narrative. (This is an automatically generated summary.)",English,"PG: Language and Literatures: Slavic (including Russian), Languages and Literature",Text,1755,"May 1, 1999","Nov 26, 2012",Public domain in the USA.,217 downloads in the last 30 days.,"Russian drama -- Translations into English, Russia -- Social life and customs -- 19th century -- Drama"
1685,1745,1756,"Chekhov, Anton Pavlovich, 1860-1904",Uncle Vanya: Scenes from Country Life in Four Acts,"Produced by An Anonymous Volunteer, and David Widger","""Uncle Vanya: Scenes from Country Life in Four Acts"" by Anton Pavlovich Chekhov is a play written in the late 19th century. The story unfolds in a rural estate and revolves around the complexities of life and relationships among the characters, addressing themes of unfulfilled lives, love, and regret. Notably, the character Ivan (Vanya) Voitski serves as the main protagonist who grapples with his emotions towards his family and the retired professor, Alexander Serebrakoff.  The opening of the play introduces us to a country house in a peaceful setting, where a group of characters engages in conversations that reveal their personalities and societal positions. Vanya exhibits a blend of weariness and dissatisfaction with life, expressing disdain for the professor’s presence. Doctor Astroff shares his views on the environment and the state of humanity, hinting at his own struggles. The dynamics between the characters begin to unfold as Vanya's affection for Helena, the professor's young wife, becomes apparent, and Sonia, the professor's daughter, struggles with her own feelings. This initial interaction sets the stage for deeper exploration of their intertwined fates and emotional turmoil as the story progresses. (This is an automatically generated summary.)",English,"PG: Language and Literatures: Slavic (including Russian), Languages and Literature",Text,1756,"May 1, 1999","Nov 26, 2012",Public domain in the USA.,2447 downloads in the last 30 days.,"Russia -- Social life and customs -- Drama, Russian drama -- Translations into English, Country life -- Russia -- Drama, Families -- Russia -- Drama"
1686,1746,1757,"Aldrich, Thomas Bailey, 1836-1907",The Cruise of the Dolphin,"Produced by Susan L. Farley, and David Widger","""The Cruise of the Dolphin"" by Thomas Bailey Aldrich is a charming narrative that falls within the category of youth fiction, reflecting the adventures and challenges faced by a group of boys during the late 19th century. The story captures the essence of childhood aspirations, exploring themes of friendship, adventure, and the sea, as the narrator, Tom Bailey, recounts his dreams and experiences as a Rivermouth boy, longing for maritime escapades.   The plot centers on Tom Bailey and his friends, who dream of adventure on the water and collectively purchase a small sailboat named the Dolphin. Their excitement leads them on a planned cruise to Sandpeep Island, where they intend to fish and enjoy a picnic. However, their adventure takes a tragic turn when a storm strikes, leading to Binny Wallace, one of the boys, drifting out to sea. The gripping narrative explores the harrowing moments of the storm, the boys’ desperation, and their eventual return to town, where they must confront the profound loss of their friend. Aldrich skillfully blends elements of youthful innocence with the stark realities of nature, making the story both a celebration of childhood and a poignant reminder of its fragility. (This is an automatically generated summary.)",English,PS: Language and Literatures: American and Canadian literature,Text,1757,"May 1, 1999","Jan 27, 2021",Public domain in the USA.,62 downloads in the last 30 days.,Boats and boating -- Fiction
1687,1747,1758,"Aldrich, Thomas Bailey, 1836-1907",Marjorie Daw,"Produced by Susan L. Farley, and David Widger","""Marjorie Daw"" by Thomas Bailey Aldrich is a novel written during the late 19th century, reflecting the sensibilities of the Victorian era. The story explores themes of love, longing, and the complexities of human relationships, centering on the interaction between two young men and a beautiful young woman, Marjorie Daw.   The narrative unfolds through a series of letters between Edward Delaney and his friend John Flemming, who is recovering from a leg injury that confines him to his home. Flemming becomes infatuated with Marjorie Daw, the daughter of a wealthy ex-colonel who lives across the street from Delaney. As Delaney describes the charming and elusive Marjorie, it becomes clear that she is aware of Flemming's existence and begins to develop feelings for him despite their lack of direct contact. Their correspondence intensifies the romantic intrigue, with misunderstandings and social pressures complicating their budding relationship. As tension builds, it becomes critical for Flemming to navigate the delicate situation without directly involving himself, leading to a poignant exploration of love from a distance and the impact of fate on human connections. (This is an automatically generated summary.)",English,PS: Language and Literatures: American and Canadian literature,Text,1758,"May 1, 1999","Jan 27, 2021",Public domain in the USA.,93 downloads in the last 30 days.,Epistolary fiction
1688,1748,1759,"MacGregor, Mary Esther Miller, 1876-1961",The Black-Bearded Barbarian : The Life of George Leslie Mackay of Formosa,"Produced by An Anonymous Volunteer, and David Widger","""The Black-Bearded Barbarian: The Life of George Leslie Mackay of Formosa"" by Mary Esther Miller MacGregor is a historical account likely written in the early 20th century. The narrative chronicles the life of George Leslie Mackay, a Canadian missionary who dedicated his life to spreading Christianity in Formosa (now Taiwan). The text suggests themes of bravery, determination, and the challenges faced by missionaries in foreign lands.  The opening portion of the book introduces young George Mackay and illustrates his childhood, filled with ambition and a strong will to succeed despite his small stature. As he and his friends labor in a stony field near their home, they engage in playful banter about their future aspirations, during which George is quietly dreaming of great deeds. The narrative shifts from his early life to his departure as a young adult embarking on a voyage to Hong Kong, symbolizing his commitment to become a missionary. This transition sets the stage for the struggles and encounters he is set to face in a foreign land, hinting at both the promise and hardships of his future mission in Formosa. (This is an automatically generated summary.)",English,"BV: Philosophy, Psychology, Religion: Christianity: Practical theology, Worship",Text,1759,"May 1, 1999","Feb 5, 2013",Public domain in the USA.,54 downloads in the last 30 days.,"Mackay, George Leslie, 1844-1901, Missionaries -- Taiwan -- Biography, Presbyterian Church in Canada -- Missions, Missions -- Taiwan"
1689,1749,1760,"Davis, Richard Harding, 1864-1916",The Man Who Could Not Lose,"Produced by Aaron Cannon, and David Widger","""The Man Who Could Not Lose"" by Richard Harding Davis is a novel likely written in the early 20th century. This engaging tale captures the whirlwind romance of Champneys Carter and Dolly Ingram, focusing on the themes of love, societal expectations, and the lure of fortune, particularly in the backdrop of horse racing. As they navigate their unexpected marriage and financial struggles, their relationship is tested by the pursuit of wealth and acceptance.  The story follows Champ and Dolly, who impulsively marry despite financial instability and the disapproval of Dolly’s overbearing mother, Mrs. Ingram. As they struggle to make ends meet, Champ discovers that he has the uncanny ability to predict winning racehorses in his dreams. This newfound luck thrusts him into a world of gambling and fame, elevating their lives momentarily but also drawing the couple into a tumultuous cycle of prosperity and peril. Their journey portrays the tension between romantic ideals and the harsh realities of life, culminating in a gripping climax as Champ's predictions are put to the ultimate test in a highly anticipated race. Ultimately, the couple's bond and resilience are at the heart of this captivating narrative. (This is an automatically generated summary.)",English,PS: Language and Literatures: American and Canadian literature,Text,1760,"May 1, 1999","Nov 26, 2017",Public domain in the USA.,80 downloads in the last 30 days.,"Fiction, Short stories"
1690,1750,1761,"Davis, Richard Harding, 1864-1916",My Buried Treasure,Aaron Cannon and David Widger,"""My Buried Treasure"" by Richard Harding Davis is a narrative non-fiction work written during the early 20th century. This book recounts the author's true adventure in search of buried treasure, although it cleverly refrains from revealing the true identity of his companion on the quest. The story unfolds as a humorous reflection on the eccentricities of treasure hunting and the characters involved in such pursuits, emphasizing the contrast between romantic notions of adventure and the practical realities of the undertaking.  In this engaging tale, the author, who remains unnamed, teams up with a man he refers to as Edgar Powell, a cautious and methodical individual with a background in business. The plot kicks off when Edgar shares a story about a document he received from a deceased tenant, claiming it leads to buried pirate treasure. As the expedition commences, humor ensues from Edgar's desire to avoid any dangers and his meticulous planning, contrasting with the narrator's romantic view of treasure hunting. Their journey reveals a mix of absurdity and anticipation as they undertake the task of digging in search of the fabled treasure, which hilariously culminates in unexpected outcomes and reflections on the nature of such escapades. The book ultimately serves as a witty commentary on human ambition and folly in the face of alluring myths. (This is an automatically generated summary.)",English,PS: Language and Literatures: American and Canadian literature,Text,1761,"May 1, 1999","Mar 19, 2023",Public domain in the USA.,109 downloads in the last 30 days.,"Fiction, Short stories"
1691,1751,1762,"Davis, Richard Harding, 1864-1916",The Consul,Aaron Cannon and David Widger,"""The Consul"" by Richard Harding Davis is a novel written during the early 20th century. The story revolves around Henry Marshall, an aging and somewhat forgotten American consul serving in the isolated and swampy town of Porto Banos in Colombia. As he navigates the challenges of an ungrateful and politically influenced system, the book explores themes of loyalty, ambition, and the complexities of duty versus personal integrity.  The narrative centers on Marshall's life as a long-serving diplomat, respected for his dedication but increasingly marginalized in the changing landscape of American politics. While awaiting the arrival of a distinguished senator and his party, Marshall grapples with feelings of isolation and obsolescence. However, when circumstances force him to confront a senator's attempt to bend the rules for personal gain, Marshall stands firm in his principles, ultimately leading to a surprising turn of events. By the end, he finds redemption as he is appointed to a prestigious position, highlighting the triumph of integrity over political maneuvering. (This is an automatically generated summary.)",English,PS: Language and Literatures: American and Canadian literature,Text,1762,"May 1, 1999","Mar 20, 2023",Public domain in the USA.,94 downloads in the last 30 days.,"Fiction, Short stories"
1692,1752,1763,"Davis, Richard Harding, 1864-1916",The Nature Faker,"Produced by Aaron Cannon, and David Widger","""The Nature Faker"" by Richard Harding Davis is a satirical short story written in the early 20th century. It explores the relationship between man and nature through the lens of a wealthy man's misguided attempt to liberate three performing bears. The narrative addresses themes of friendship, nature, and the absurdity of human ambitions, all framed within an entertaining commentary on society's perceptions of wild animals and their roles.  The story follows Richard Herrick, a wealthy young man who, after being spurned in love, becomes enamored with nature. He buys three bears from a vaudeville act with the intention of releasing them into a game preserve he has created. His friends, Jackson and Kelly, ridicule his idealistic views, warning him that the bears are too domesticated to survive in the wild. Nevertheless, Herrick insists on his noble ambition to free them. Upon their release, the bears initially wander into the woods, but unexpectedly, their instincts are overridden by their familiarity with the performing life, leading to an ironic and humorous conclusion as they entertain the guests with an impromptu waltz. The story ends with Herrick's realization of the futility of his actions, highlighting the ironic conflict between his noble intentions and the reality of the bears' nature. (This is an automatically generated summary.)",English,PS: Language and Literatures: American and Canadian literature,Text,1763,"May 1, 1999","Jan 27, 2021",Public domain in the USA.,66 downloads in the last 30 days.,"Fiction, Short stories"
1693,1753,1764,"Davis, Richard Harding, 1864-1916",Billy and the Big Stick,"Produced by Aaron Cannon, and David Widger","""Billy and the Big Stick"" by Richard Harding Davis is a satirical novella set in the early 20th century that delves into themes of colonialism, diplomacy, and personal ambition. The story follows Billy Barlow, an American electrical engineer who finds himself in the tumultuous political climate of Hayti (Haiti), where he must navigate the complexities of power, corruption, and personal relationships. The tale captures Billy’s efforts to secure his wages while also trying to win the heart of Claire, the daughter of a local café owner.  The narrative unfolds as Billy, having been left behind when his employer, the Wilmot Company, is forced out of Hayti, becomes an employee of the government under President Hamilear Poussevain. Despite his talents, he is constantly underpaid and must resort to increasingly outrageous tactics to negotiate for his overdue salary. As tensions rise, Billy cleverly maneuvers his way into a position where he can threaten the president with American military intervention, using the arrival of a U.S. warship as leverage. His quick thinking and boldness not only help him secure his payment but also allow him to pursue his romantic aspirations with Claire, culminating in a dramatic flight from the constraints of their oppressively bureaucratic environment. Ultimately, the story mixes humor with sharp social commentary, reflecting on both the absurdities of international politics and the determination of an individual to take control of their destiny. (This is an automatically generated summary.)",English,PS: Language and Literatures: American and Canadian literature,Text,1764,"May 1, 1999","Jan 27, 2021",Public domain in the USA.,82 downloads in the last 30 days.,"Short stories, Threats -- Fiction, Haiti -- Officials and employees -- Salaries, etc. -- Fiction"
1694,1754,1765,"Shakespeare, William, 1564-1616","Henry VI, Part 1",,"""Henry VI, Part 1"" by William Shakespeare is a historical play written in the late 16th century. This drama explores the turmoil of England during the Hundred Years' War, focusing on the early reign of King Henry VI and the internal conflicts that arise among the nobles. The main characters include King Henry VI, the ambitious Duke of Gloucester, the fierce Joan la Pucelle (Joan of Arc), and key noble factions such as the Yorkists and Lancastrians as they vie for power.  The opening of ""Henry VI, Part 1"" presents a somber funeral for King Henry V, attended by the grieving Duke of Bedford and other lords, who lament the current state of England as it battles France. As they mourn, they receive news of significant losses in France that incite anger and resolve among the nobles. In parallel, we see a confident Charles, the Dauphin of France, and the French troops feeling emboldened, particularly with the arrival of Joan of Arc, who promises to aid in their victories. The initial scenes convey a sense of impending conflict as factions begin to mobilize, setting the stage for the struggles over crown and country that will shape the narrative of the play. (This is an automatically generated summary.)",English,PR: Language and Literatures: English literature,Text,1765,"Jun 1, 1999","Oct 29, 2023",Public domain in the USA.,106 downloads in the last 30 days.,"Henry VI, King of England, 1421-1471 -- Drama, Great Britain -- Kings and rulers -- Drama, Great Britain -- History -- Henry VI, 1422-1461 -- Drama"
1695,1755,1768,"Shakespeare, William, 1564-1616",King Richard III,,"""King Richard III"" by William Shakespeare is a historical play written during the late 16th century. The narrative centers around the rise to power and the machinations of Richard, Duke of Gloucester, who eventually becomes King Richard III. The play explores themes of ambition, betrayal, and the quest for power amidst the backdrop of the Wars of the Roses.  At the start of the play, we are introduced to Richard, who expresses his discontent with the peace and prosperity following his family's victories. Deformed and bitter, he reveals his intent to manipulate and destroy his brother Clarence and King Edward IV by exploiting prophecies and sowing discord. As the scene unfolds, we see Gloucester's duplicitous nature as he feigns loyalty and friendship while plotting murder. The opening sets a dark tone, establishing Richard's character as a villain driven by ambition and a willingness to commit horrendous acts to achieve his goals, thereby setting the stage for the treachery and bloodshed that will follow in the pursuit of the crown. (This is an automatically generated summary.)",English,PR: Language and Literatures: English literature,Text,1768,"Jun 1, 1999","Apr 2, 2015",Public domain in the USA.,53 downloads in the last 30 days.,"Great Britain -- Kings and rulers -- Drama, Richard III, King of England, 1452-1485 -- Drama, Tragedies, Great Britain -- History -- Richard III, 1483-1485 -- Drama"
1696,1756,1769,"Shakespeare, William, 1564-1616",The Comedy of Errors,,"""The Comedy of Errors"" by William Shakespeare is a comedic play written during the late 16th century. The story revolves around two sets of identical twins separated at birth, leading to a series of misunderstandings, mistaken identities, and comedic situations as they meet in the city of Ephesus. At its core, the play explores themes of family, love, and the chaos that can ensue from confusion.  The opening of the play introduces us to Aegeon, a merchant from Syracuse, who is on the brink of execution in Ephesus due to an unfortunate law against Syracusian merchants. He recounts the tragic tale of how he became separated from his wife and their twin sons during a shipwreck. As the narrative unfolds, we also meet Antipholus of Syracuse and his servant, Dromio of Syracuse, both unaware that their long-lost twins live in Ephesus. Their arrival in the city sets the stage for the ensuing comedic mayhem fueled by mistaken identities and the chaos of family reunions. This establishes the backdrop for a humorous exploration of identity and belonging that will ensue throughout the play. (This is an automatically generated summary.)",English,PR: Language and Literatures: English literature,Text,1769,"Jun 1, 1999","May 21, 2019",Public domain in the USA.,65 downloads in the last 30 days.,"Comedies, Shipwreck victims -- Drama, Mistaken identity -- Drama, Twins -- Drama"
1697,1757,1770,"Shakespeare (spurious and doubtful works), 1564-1616",King Edward III,"the PG Shakespeare Team, a team of about twenty Project Gutenberg volunteers","""King Edward III"" by Shakespeare is a historical play believed to be written during the late 16th to early 17th century. The narrative centers on the reign of King Edward III of England, depicting his ascent to power, his ambitions concerning France, and the personal and political conflicts he faces, including themes of love, war, and loyalty. Notably, it features complex characters such as King Edward, his son Prince Edward, and the Countess of Salisbury, exploring their relationships and motivations within the ever-churning tide of medieval politics.  The opening of the play presents King Edward consulting with various lords and nobles about his claim to the French crown and the possibility of war. He discusses the intricacies of French lineage and his right to the throne through his mother. Tensions are quickly established with news from the Duke of Lorrain about King John of France's stance and the complexities of Scottish conflict. As the scene unfolds, we see the interplay of loyalty and ambition, with Edward preparing for an imminent conflict while also revealing his desire for romance with the Countess. The stage is set for both military and romantic entanglements, foreshadowing the grand narrative arc that will expand upon personal ambition and international rivalry. (This is an automatically generated summary.)",English,PR: Language and Literatures: English literature,Text,1770,"Jun 1, 1999","Jun 30, 2023",Public domain in the USA.,127 downloads in the last 30 days.,"Edward III, King of England, 1312-1377 -- Drama"
1698,1758,1771,"Shakespeare, William, 1564-1616",Titus Andronicus,,"""Titus Andronicus"" by William Shakespeare is a tragic play believed to have been written during the late 16th century, specifically in the Elizabethan era. The story revolves around the themes of revenge, power struggles, and the complexities of familial and political relationships in ancient Rome, centered on the character of Titus Andronicus, a war hero who returns home to find his life and family embroiled in a cycle of violence and betrayal.  At the start of the play, the backdrop is set against the political tensions between Saturninus and Bassianus as they vie for the position of Emperor, while Titus Andronicus is lauded for his military successes. The audience is introduced to this noble Roman who grieves for his fallen sons and makes a sacrifice in tribute to their memory. His daughter Lavinia is affected by the tumultuous events, foreshadowing the tragic transformations to unfold as the characters grapple with revenge and bloodshed. This opening sets a grim tone that promises themes of tragedy and moral decay, inviting readers to explore the chaotic consequences of these characters' decisions. (This is an automatically generated summary.)",English,PR: Language and Literatures: English literature,Text,1771,"Nov 1, 1999","May 23, 2019",Public domain in the USA.,67 downloads in the last 30 days.,"Tragedies, Andronicus, Titus (Legendary character) -- Drama, Goths -- Drama, Historical drama"
1699,1759,1772,"Shakespeare, William, 1564-1616",The Taming of the Shrew,,"""The Taming of the Shrew"" by William Shakespeare is a comedy written during the early 17th century. The play centers around the tumultuous courtship between Petruchio and the headstrong Katherina Minola, exploring themes of gender roles, marriage, and social expectations.  The opening of the play introduces a framing device with Christopher Sly, a drunken tinker who is mistakenly treated as a nobleman. The Lord who finds him decides to play a prank, convincing Sly that he is a wealthy gentleman and treating him lavishly. Meanwhile, the narrative shifts to Baptista Minola, a gentleman of Padua, who seeks suitors for his two daughters, the temperamental Katherina and the more demure Bianca. A mix of characters, including Petruchio, Gremio, and Hortensio, discusses their intentions in wooing Bianca, while Katherina's fierce disposition is established, setting the stage for the comedic and chaotic events that follow. The interactions foreshadow the ensuing battle of wills as Petruchio attempts to ""tame"" Katherina, positioning their relationship as a central focus of the play. (This is an automatically generated summary.)",English,PR: Language and Literatures: English literature,Text,1772,"Jun 1, 1999","May 23, 2019",Public domain in the USA.,26 downloads in the last 30 days.,"Comedies, Man-woman relationships -- Drama, Married people -- Drama, Padua (Italy) -- Drama"
1700,1760,1773,"Shakespeare, William, 1564-1616",Two Gentlemen of Verona,,"""Two Gentlemen of Verona"" by William Shakespeare is a comedy likely written in the late 16th century. It centers on themes of friendship, love, and betrayal, primarily focusing on two young men, Valentine and Proteus, and their complicated relationships with their loves, Silvia and Julia. The play explores the dynamics of loyalty and romance amidst the trials and adventures faced by the characters.  At the start of the play, we are introduced to Valentine and Proteus, two close friends who are about to embark on different paths. Valentine is set to travel to Milan, hoping to find fortune and success, while Proteus is hesitant about leaving the comforts of home, being deeply in love with Julia. Their banter reveals their contrasting perspectives on love and adventure. Meanwhile, Julia exhibits her own affection for Proteus but keeps it hidden from him initially. The opening scenes efficiently set the stage for the ensuing drama, highlighting the interplay of love, ambition, and the bonds of friendship that will unfold throughout the narrative. (This is an automatically generated summary.)",English,PR: Language and Literatures: English literature,Text,1773,"Jun 1, 1999","May 23, 2019",Public domain in the USA.,34 downloads in the last 30 days.,"Comedies, Verona (Italy) -- Drama, Triangles (Interpersonal relations) -- Drama, Exiles -- Drama"
